key,identifier,url,title,year,author,degree_grantor,department,degree_supervisor,description,place,lon,lat,Frequency
1205,f3pk0d4m,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3pk0d4m,"Re-Visioning Winslow, Arizona: Experiments in the Historical Study of Place Employing a Variety of Personal and Modal Perspectives",2013,"Gilman, Roberta L.","University of California, Santa Barbara. History",History,Randolph E. Bergstrom,"This study comprises a multimodal examination of attempts at the turn of the twenty-first century to revitalize the historic downtown district of the small but historically significant northern Arizona town of Winslow, located at the crossroads of ancient and contemporary travel routes across the southern section of a high desert region known as the Colorado Plateau. This investigation represents an in-depth study of a space whose history has been recorded only briefly at best and analyzed not at all. From videotaped interviews and events collected over the span of twelve years, news articles, various primary documents and still photographs, and communication with individuals related by family history to Winslow, this study chronicles a civic move to effect a local ""renaissance"" by restoring commercial and civic enterprise at the center of Winslow's once-vital ""main street."" It traces efforts to save Winslow's historic Harvey House, La Posada, from demolition and support its restoration, establish a park and a music festival to attract visitors by memorializing a particularly iconic song, the Eagles' ""Take it Easy,"" and, in conjunction with a national preservation movement begun in the 1990s, revivify interest in Winslow as a stop along the ""Mother Road"" (Route 66). Different groups of citizens faced unique challenges under twenty-first century conditions of economy, location, and social expectation as they set out to return a moribund commercial district to its historical function as remembered by native residents and anticipated by unfamiliar travelers. Set against the nineteenth and early twentieth century background of Winslow's birth and development years the analysis considers the meaning of ""renaissance"" desires at the turn of the twenty-first, based as they were on material ideals of economic revival in a place and at a time when central cities nationwide were experiencing decline. The project combines seven chapters of written history with five short visual documentaries, each of which illustrates the nature of the place and cultural qualities of its residents as they participated in the alteration of their local image. While the historic hotel that people hoped would serve as a catalyst to downtown revitalization was restored beyond almost everyone's expectations, neither commerce nor the architectural landscape that had once accommodated it was revived in Winslow's downtown. The success gap resulted from differences in market appeal: La Posada had a market; downtown Winslow did not. Still, the town's renaissance dreams were not completely dashed.",Arizona,-111.0937311,34.0489281,3
408,f3vq30s7,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3vq30s7,"Democratization, Civil Society, Human Rights Implications, and the State-Society Balance in Armenia",2014,"Oganesyan, Ashot","University of California, Santa Barbara. Global and International Studies",Global and International Studies,Eve Darian-Smith,"The relationship between the government, international institutions and the civil society sector in Armenia, as in many other post-communist states that became independent with the fall of Soviet Union, reveals some unexpected outcomes of democracy promotion and raises new and interesting questions about the prospects for democratization within such states' typically autocratic and semi-authoritarian systems. In the 1990s, when USSR split into newly independent, officially democratic states, many observers rather optimistically held up these small, politically weak republics to serve as promising test grounds for potential best practices from Western norm-exporting institutions as well as aid programs also largely designed to support the development of democratic governance and market economies. On the institutional level, the European Union (the ""EU""), over time, has garnered recognition and some praise as a successful agent of democratization in third countries. Perhaps EU's most notable achievements so far, the 1980s transitions of Greece, Spain and Portugal coupled with the most recent successful advancements in the Eastern post-communist space, have given it grounds to proclaim its success and universalize this approach with regards to all subsequent post-communist cases . The European Neighborhood Policy (the ""ENP"") and the European Partnership (EaP) are EU's modern `vehicles' for normative transfer. Through these relatively new programs, the EU attaches incentives for successful political and economic reform and a transfer of norms though increasing and deepening interaction with domestic actors. In particular, the EU's interaction with domestic civil society organizations (""CSOs"") and the confluence of these CSOs with the semi-authoritarian Armenian state and other non-state actors, such as the large Armenian Diaspora, present a rich phenomenon to examine. In my thesis, I argue that the policies employed by the ENP and the EaP are insufficient and incongruent in context of the Armenian state and civil society organizations. Further, using a case study involving an Armenian democratically minded NGO and an analysis of the successes and failures of its diverse civic initiatives targeting state violations of human and civil rights, I demonstrate the anemic nature of the proliferating, yet utterly ineffective Armenian civil society. Ultimately, my research suggests that the chances of developing a stronger Armenian civil society as well as the potential for Armenia's democratization in general, can be markedly improved with the help of a more proactive, inclusive, and punitive as well as rewarding EU.",Armenia,45.038189,40.069099,2
408,f3vq30s7,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3vq30s7,"Democratization, Civil Society, Human Rights Implications, and the State-Society Balance in Armenia",2014,"Oganesyan, Ashot","University of California, Santa Barbara. Global and International Studies",Global and International Studies,Eve Darian-Smith,"The relationship between the government, international institutions and the civil society sector in Armenia, as in many other post-communist states that became independent with the fall of Soviet Union, reveals some unexpected outcomes of democracy promotion and raises new and interesting questions about the prospects for democratization within such states' typically autocratic and semi-authoritarian systems. In the 1990s, when USSR split into newly independent, officially democratic states, many observers rather optimistically held up these small, politically weak republics to serve as promising test grounds for potential best practices from Western norm-exporting institutions as well as aid programs also largely designed to support the development of democratic governance and market economies. On the institutional level, the European Union (the ""EU""), over time, has garnered recognition and some praise as a successful agent of democratization in third countries. Perhaps EU's most notable achievements so far, the 1980s transitions of Greece, Spain and Portugal coupled with the most recent successful advancements in the Eastern post-communist space, have given it grounds to proclaim its success and universalize this approach with regards to all subsequent post-communist cases . The European Neighborhood Policy (the ""ENP"") and the European Partnership (EaP) are EU's modern `vehicles' for normative transfer. Through these relatively new programs, the EU attaches incentives for successful political and economic reform and a transfer of norms though increasing and deepening interaction with domestic actors. In particular, the EU's interaction with domestic civil society organizations (""CSOs"") and the confluence of these CSOs with the semi-authoritarian Armenian state and other non-state actors, such as the large Armenian Diaspora, present a rich phenomenon to examine. In my thesis, I argue that the policies employed by the ENP and the EaP are insufficient and incongruent in context of the Armenian state and civil society organizations. Further, using a case study involving an Armenian democratically minded NGO and an analysis of the successes and failures of its diverse civic initiatives targeting state violations of human and civil rights, I demonstrate the anemic nature of the proliferating, yet utterly ineffective Armenian civil society. Ultimately, my research suggests that the chances of developing a stronger Armenian civil society as well as the potential for Armenia's democratization in general, can be markedly improved with the help of a more proactive, inclusive, and punitive as well as rewarding EU.",Armenia,45.038189,40.069099,2
482,f3kk98w9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3kk98w9,"My Neighbor the Barbarian: Immigrant Neighborhoods in Classical Athens, Imperial Rome, and Tang Chang'an",2014,"Abrecht, Ryan Russell","University of California, Santa Barbara. History",History,Elizabeth DePalma Digeser,"In their respective heydays, Athens, Rome, and Chang'an functioned as centers of government, economic powerhouses, global schools, sites of religious pilgrimage, and tourist attractions. Many of the diverse immigrants they attracted settled in the neighborhoods at the center of this analysis: Athens' port of Piraeus, Rome's Trans Tiberim district, and Northwest Chang'an. These communities stood out as ""small worlds"" within their cities at large, where ethnic, linguistic, and cultural differences overlapped with physical boundaries such as rivers, roads, and walls. Residents carved out places for themselves in their new homes by learning how to skillfully navigate these boundaries. Whether by traversing the urban landscape during their daily commute, participating in civic or religious ceremonies, or attending festivals and entertainments, newcomers came into contact with locals on a daily basis. These interactions blurred lines between ""us"" and ""them"" in ways that called into question the limits of national identity and, depending on the circumstances, could either fan the flames of xenophobia or nurture new cultural syntheses. In this sense, life at the center of the Athenian, Roman, and Tang empires resembled that on their outer frontiers, where ""civilized"" insiders and ""barbarian"" outsiders lived poised between intimate coexistence and violent rejection. Assessing these imperial capitals as urban borderlands allows us see that this tension was not an aberration or strictly a regional phenomenon. It was quite literally built into the heart of all three empires. How does gaining an empire change the conqueror? Why is the assimilation of new populations, goods, and ideas sometimes seen as a marker of a people's greatness, and at other times as a dangerous threat from within? This project analyzes immigration to three capital cities: Athens (5th-4 th centuries BCE), Rome (1st-4th centuries CE), and Chang'an, capital of Tang dynasty China (7th-10 th centuries CE). It analyzes ancient textual and archaeological evidence through the lens of borderland theory to argue that the boundaries surrounding immigrant neighborhoods transformed each of these iconic cities into urban borderlands where ideas of social otherness had physical analogues. It was in these urban borderlands that the problem of how to accommodate new populations into existing structures of imperial domination was worked out.",Athens,23.7275388,37.9838096,2
58,f3639pjj,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3639pjj,"Iphigenia in Adaptation : Neoclassicism, Gender, and Culture on the Public Stages of France and England, 1674-1779",2016,"Wolfe, Rachel Margaret Eller","University of California, Santa Barbara. Theater Studies",Theater Studies,Simon Williams,"This dissertation interrogates the role of adaptation in creating and maintaining hegemonic cultural formations through a study of two tragedies by Euripides as they were adapted by neoclassical playwrights during the seventeenth and eighteenth centuries in France and England. Adaptation studies, a relatively new field of academic inquiry, has thus far largely focused on defining adaptation in relation to more established studies of translation and intertextuality, and has primarily concentrated on cross-medium adaptations such as novels adapted into film. Taking these focuses as a point of departure, this study expands the field of adaptation studies by looking at adaptation not across medium, but across time and culture, through the examination of stage plays that were rewritten for public performance in early modern Western Europe hundreds of years after their initial performances in ancient Greece. In this context, with no change in medium, the uses of adaptation as a tool for disguising cultural difference are revealed, refocusing the scholarly discussion of adaptation from a search for definitions to an exploration of its implications for cultural studies. Exploring the ways in which new ideas about religion, gender, and morality made unadapted Greek tragedies unsuitable for public presentation on early modern stages, the case studies examine the alterations made in nine different adaptations of the two Iphigenia plays that have come down to us from ancient Athens. Looking at adaptations of adaptations (Gluck's operatic adaptation of Racine's retelling of Iphigenia in Aulis, for example) alongside direct adaptations of Greek tragedies, this study argues that local cultural conventions may be threatened by even very recent versions of a story, and that adaptation is leveraged accordingly in order to neutralize such ideological threats. In the process, this exploration traces the ways in which neoclassicism was interpreted and reinterpreted as it shifted times, locations, and genres: from the seventeenth century to the eighteenth, France to England, and spoken tragedy to opera.",Athens,23.7275388,37.9838096,2
767,f3639mqz,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3639mqz,Does Evidence Matter? How Middle School Students Make Decisions About Socioscientific Issues,2013,"Emery, Katherine Beth","University of California, Santa Barbara. Marine Science",Marine Science,"Steven D. Gaines, Allison Whitmer","People worldwide are faced with making decisions daily. While many decisions are quick (e.g., what clothes to wear), others, such as those about environmental issues (e.g., overfishing), require more thought and have less immediate outcomes. How one makes such decisions depends on how one interprets, evaluates, and uses evidence. The central objective of this thesis was to investigate environmental science literacy in general, and specifically, to understand how evidence and other factors impact decision-making. I conducted three main studies: First, I provide an example of how decision-making practices affect environmental systems and services through a descriptive case study of Atlantic bluefin tuna overfishing. I reviewed the scientific, historical and cultural factors contributing to a paradox of marine preservation in the Mediterranean and highlighted the need for education and informed decision-making about such social and ecological issues. This study motivated me to investigate how people make decisions about environmental issues. Second, I interviewed middle school students to understand how they describe and evaluate evidence hypothetically and in practice about environmental issues---a key component of environmental literacy. Students discussed how they would evaluate evidence and then were then given a packet containing multiple excerpts of information from conflicting stakeholders about an environmental issue and asked how they would make voting or purchasing decisions about these issues. Findings showed that students' ideas about evaluating evidence (e.g., by scientific and non-scientific criteria) match their practices in part. This study was unique in that it investigated how students evaluate evidence that (1) contradicts other evidence and (2), conflicts with the student's prior positions. Finally, I investigated whether middle school students used evidence when making decisions about socioscientific issues. I hypothesized that holding a strong opinion would decrease the likelihood of changing decisions when presented with additional information. Findings indicated that most students do not change their stance after reading additional evidence. Students were more likely to change their decisions about issues that they cared least about than about issues that they cared most about. Implications for science teaching and learning are discussed.",Atlantic,-95.0138776,41.4036007,1
778,f3zp443w,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3zp443w,"And the Wound Speaks: Language, Trauma, Topography and Uncreation",2013,"Wender, Irina Vladi L.","University of California, Santa Barbara. English",English,Russell Samolsky,"This project constitutes a sustained attempt to investigate the correlation between testimony and landscape. My inquiry focuses on post-World War II fiction that engages the catastrophe of Shoah in terms of a corporeal and topographical remnant. As such, it aims to engage the effaced originary event as it emerges in the post-memory narrative. The imaginative reconstruction by the second- generation witness is driven by the need to know the spatial and temporal enclosure of trauma. Landscape and topography figure prominently in my research, because post-memory looks for traces, demands a narrative map. In each of these texts, translation is a rebirth mechanism, and in each case, when translation fails and the semiotic process breaks down, the body becomes event---testimony becomes corporeal. This project also examines the way post-war authors have internalized the redrawn boundaries of nations, fleshing out the narratives only the traces of which remain. The texts of this genre attempt to speak the horrors aloud, not only to speak the horror on the behalf of the witnesses, but also to situate themselves in the event they were powerless to effect. The nature of witness testimony as translation becomes most evident when the novel itself undergoes the process of translation from one language into another. My dissertation engages the mimesis of narrative translation and the act of second-generation testimony, demonstrating that translation and topography function as active modes of memory. I elaborate on my theoretical position in detail in Chapter 1, before pursuing a close reading of Victor Koz'ko's Trial in Sloboda , Primo Levi's short story ""The Servant,"" Elie Wiesel's The Golem: the Story of a Legend As Told by Elie Wiesel , Bernard Otterman's Golem of Auschwitz and finally, Jonathan Safran Foer's Everything is Illuminated.",Auschwitz,19.2097782,50.0343982,1
552,f36q1vd0,https://www.alexandria.ucsb.edu/lib/ark:/48907/f36q1vd0,Studies in Neoproterozoic Paleontology,2014,"Riedman, Leigh Anne Smith","University of California, Santa Barbara. Earth Science",Earth Science,Susannah M. Porter,"The first is a systematic study of the diverse and well-preserved, organic-walled microfossil assemblage of the Alinya Formation of eastern Officer Basin, Australia. The use of scanning electron microscopy (SEM) revealed an unexpected level of morphological detail not visible in transmitted light microscopy and led to the recognition of new species and emendation of existing species as well as establishment of degradational sequences. In total, thirty-three taxa are described here including nineteen previously named forms, five newly described species and two new combinations. The last of these three studies provides a broader view of the early to middle Neoproterozoic biosphere (1 Ga to 635 Ma) and describes application of the CONOP correlation and seriation algorithm to a new database of paleontological, geochemical and radiometric data. Paleobiological (first and last species appearances), geochemical and age events were placed into an ordinal sequence and calibrated to the geological time-scale to reveal a high-resolution species richness record for the first 80% of the Neoproterozoic Era. Major features of this record include an increase in species richness ~805 Ma, sustained high richness levels until a decrease ~770 Ma and a short-lived increase ~760 Ma before a steep decline ~750 Ma. The findings of the two studies described above can be placed within the context of this broader synthesis: the diverse assemblage of the Alinya Formation is representative of the richness peak between ~805 and 775 Ma and the successions recording the Sturtian glacial and interglacial assemblages in Australia and Svalbard are indicative of the extended nadir that began ~750 Ma with a recovery in species richness delayed until after the termination of the second (Marinoan) glacial event. These three studies, together, describe a broad view of the early to middle Neoproterozoic Era and detail important vignettes within that story. From a more detailed and temporally constrained record of the Neoproterozoic biosphere, relationships between biotic and abiotic events during this transformative time can become better understood. The second study describes the organic-walled microfossil assemblages from five successions that span the first (Sturtian) glaciation (~717 Ma) and interglacial interval (>635 Ma), and integrates those data with a critical evaluation of primary paleontological literature of units deposited from ~850 to 650 Ma. The described successions from Australia and Svalbard record low species richness throughout this interval and when placed in context of all available body fossil data from the mid-Neoproterozoic, indicate global species richness may have decreased much earlier than previously realized. This finding of temporal decoupling between loss of richness and glacial onset suggests the extinctions previously associated with the Snowball Earth glacial events may not have been glacially driven. The Neoproterozoic Era was one of major biotic change against a background marked by fluctuations in oceanic and atmospheric chemistry, formation and rifting of the supercontinent Rodinia, and at least two global glaciations (Snowball Earth events). Presented here are three studies of differing aspects of those biological changes.",Australia,133.775136,-25.274398,2
934,f38w3bdw,https://www.alexandria.ucsb.edu/lib/ark:/48907/f38w3bdw,CSR and Sustainability in the Building and Construction Industry: Green Lease Case Study,2013,"Liu, Danni","University of California, Santa Barbara. Global and International Studies",Global and International Studies,Richard Appelbaum,"The effectiveness of CSR and sustainability performance in the building and construction industry has been challenged with their limitations, which include being decorative, hefty cost and unrealized value for investment. Being able to align the financial interests of tenants and landlord, Green Lease is explored in this paper as a progressive approach to drive substantial improvement by changing consumption behavior. Existing practice in Australia, UK and Canada are reviewed to provide background for Green Lease development. A key enabler for Green Lease - legal sub-metering - is identified for the program to succeed. A case study is provided under the framework of main Green Lease components: green features, sustainable management and financial incentive. It is the author's contention that the openness of electricity markets and sustainability awareness are two major obstacles for Green Lease to roll out in Asia.",Australia,133.775136,-25.274398,2
548,f3br8qbp,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3br8qbp,"Remembering the Danube Swabians : The Haus der Donauschwaben as Catalyst in the Formation of an Inclusive Group Consciousness, 1945-1970",2014,"Ernst, Brian Charles","University of California, Santa Barbara. History",History,Harold Marcuse,"During this post-1945 phase, the group that would become known as the Danube Swabians employed various terms to identify themselves, while also having a separate terminology applied to them by the government of West Germany. These expellees did not develop a unitary group consciousness until the 1960s, when they set aside their post-Trianon identities in order to establish institutions that would preserve their cultural heritage. The first of these, the Haus der Donauschwaben in Sindelfingen, along with events such as the ""Tag der Donauschwaben"" and international fundraising efforts that encouraged a greater sense of cooperation between the separate groups catalyzed the development of a common identity. This identity remains firmly established today as the Danube Swabians continue to transfer their heritage to subsequent generations through a number of institutions. In analyzing the development of this collective consciousness, my dissertation restores the importance of self-perception among smaller displaced ethnic subgroups. In several waves during the eighteenth century about 150,000 German peasants embarked down the Danube River from Swabia to reclaim marshland recently reconquered from the Ottoman Turks by the Habsburg Monarchy. Nearly two centuries later their descendants fled and were expelled back into Austria and Germany in the aftermath of the Nazi occupation of that same region from 1941 to 1944. When they first arrived in Germany they self-identified as Yugoslavian-, Hungarian- and Romanian-Germans, according to the national states formed by the 1920 Treaty of Trianon governing the breakup of the Austro-Hungarian Empire. By 1967, however, they had adopted a unitary identity as Danube Swabians in their homeland of West Germany. This dissertation explores the evolution of this identity through four phases in an effort to understand how this group consciousness formed. The first phase began in the eighteenth and nineteenth centuries when ""Swabian"" settlers from various German principalities traveled down the Danube and settled in Habsburg lands as imperial subjects. The second phase occurred after the post-World War I collapse of Austria-Hungary when status as a national minority conferred political advantages in the successor states of Yugoslavia, Hungary and Romania during the interwar years. The third phase witnessed the widespread adoption of National Socialism and the interruption of this national development via the flight and expulsion of the ethnic German populations across eastern Europe as a result of the Second World War. The main focus of this study examines the fourth phase as these three post-Trianon ethnic German subgroups recovered from their reverse migration to the Federal Republic.",Austria,14.550072,47.516231,1
574,f3445jnf,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3445jnf,Building Community? Analyzing Gated Housing Compounds in Bahrain,2014,"Salim, Zia Ulhaq","University of California, Santa Barbara. Geography, Joint Program SDSU","Geography, Joint Program SDSU",Fernando J. Bosco,"The findings illuminate how compound residents perceive their environments at various scales, underscore the variegated impacts of compound living on place attachment, sense of community, and social networks, and highlight how mobility (within and beyond Bahrain) influences these social dimensions of compound living. Finally, challenging notions that residential segregation necessarily limits social interactions, I contend that segregation is not as absolute as it may initially seem; the formation of social ties across compound walls illustrates how the built environment influences the social environments of compound residents, but does not determine them. As residential segregation engenders complex and multifaceted social effects, the findings bring into relief the ways in which various social, cultural, and demographic factors interact with the built environment to shape residents' experiences. This dissertation foregrounds social processes in concert with urban phenomena and contributes to understandings of urban and social dynamics in the Gulf city at a time when the Gulf states have become important global focal points for processes of urbanization and labor migration. Rapid and radical socioeconomic transformations have accompanied the development of the hydrocarbon-exporting economies of the Arab Gulf states. The six Gulf Cooperation Council (GCC) states are some of the largest recipients of labor migrants in the world, and the region has the second highest rate of urbanization in the world. Given these changes, it is critical to understand the urban impacts of migration flows that have dramatically increased the proportion of foreigners in the cities of the Gulf. This dissertation examines the urban and social geographies associated with gated housing compounds (developments geared toward white collar expatriate workers) in Bahrain. I investigate how associated productions of urban space and social processes of community formation of compound residents relate to and influence one another. My analysis is based on interviews with expatriates living in compounds and other residential accommodations. I also interviewed academics, planners, and landlords, and conducted surveys, participant observation, archival research, and field surveys. I focused on the experiences of compound residents and the ways in which the built environment influenced these experiences.",Bahrain,50.5577,26.0667,1
1359,f3r49nvg,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3r49nvg,"Mississippi West: Race, Politics, and Civil Rights in California's Central Valley, 1947--1984",2012,"Rosales, Oliver Arthur","University of California, Santa Barbara. History",History,Mario T. Garcia,"The history of race, politics, and civil rights in California's Central Valley is an important yet understudied aspect of multiracial history in the American West. Kern County and the city of Bakersfield were critical epicenters of civil rights activism during the twentieth century. Simultaneously, an equally active and sometimes hostile, conservative resistance toward labor and civil rights existed in the region. In the immediate post-World War II era, Mexican Americans built racial coalitions with African Americans and white liberals to challenge racial segregation and discrimination in housing and employment. In the ensuing decades, the war on poverty, farmworker, and Chicana/o power movements impacted racial coalition building and civil rights reform in complex ways, including struggles over increased political representation for racial minorities, expansion of rural-migrant health care, and school desegregation. Since World War II through the rise of the modern political right, Mexican immigrants and their descendants shaped rural and urban civil rights reform in California's interior. This dissertation draws upon several archival repositories related to labor and civil rights history in California's Central Valley, including the collected papers of the United Farm Workers (UFW), the Mexican American Legal Defense and Education Fund (MALDEF), the National Association for the Advancement of Colored People Region I, West Coast Branch (NAACP-WC), the Office of Economic Opportunity (OEO), as well as previously unexamined personal paper collections of Bakersfield civil rights leaders and politicians. Referred to pejoratively as ""Mississippi West"", given the county's vibrant history of civil rights activism and antistatist opposition toward civil rights, Kern County is ground-zero for a massive demographic transformation from a white to Hispanic majority; a trend other U.S. regions will experience in the coming decades. The history of race relations, civil rights, and politics in the region sheds light on the importance of a burgeoning Latino population, as well as marks a bellwether for future U.S. social and political trends in California and beyond.",Bakersfield,-119.0187125,35.3732921,1
1405,f3vm496p,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3vm496p,"The Global Potentials for Humanized Birth---Birth Stories from the Yayasan Bumi Sehat Birth Clinic in Bali, Indonesia",2012,"Haehn, Hannah Vera Karolina","University of California, Santa Barbara. Global and International Studies",Global and International Studies,"Esther Lezra, Laury Oaks","Since the natural childbirth movement of the 1960's and 1970's in the United States and in parts of Europe, many scholars, activists, doctors and midwives have exposed the failures of the Western, medical model of birthing to provide women-centered care in childbirth (Arms, 1975; Davis-Floyd, 2011; Edwards, 2005; Gaskin, 2003; Jordan, 1978; Klaus, 2002; Mongan, 2005; Odent, 2002; Simkin, 2008; Wagner, 2001). However, during the 20th and 21st centuries, as international development processes and hegemonic global norms have been increasingly disseminated through the processes of globalization, the Western medical model for birthing has spread around the globe (Davis-Floyd, 1997; Jordan, 1978). This thesis asks what the global potentials are for humanized birth as a means to reduce maternal mortality in a women-centered way. Through the collection of birth stories from 13 women who birthed at the Yayasan Bumi Sehat Birth Clinic in Bali, Indonesia at the end 2011, the value of the humanized birth model is explored as it contrasts the Western, technocratic, medical model of birth (Bumi Sehat Foundation, 2012; Davis- Floyd, 200; Umenai et al. 2001; Wagner, 2001). In this thesis, women's stories are valued as research evidence with particular relevance to policy guidance in support of the humanized birthing method (Carolan, 2006; VandeVusse, 1999).",Bali,115.188916,-8.4095178,1
210,f3j67f4n,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3j67f4n,Ask Him If You're Being Detained : Bystander resistance in street police encounters,2015,"Matthews, Katherine D.","University of California, Santa Barbara. Sociology",Sociology,"Geoffrey Raymond, Nikki Jones","Recent uprisings in Baltimore, Maryland and Ferguson, Missouri have revealed a crisis of legitimacy for police in poor communities of color. This project considers the crisis of legitimacy for police at the street level. Data come in the form of third party videos collected by a local resident of the Fillmore, a poor black neighborhood subject to aggressive policing located in San Francisco, CA. Videos capture police-citizen interactions and analysis focused on bystander participation during the street encounter. Videos were analyzed using methods of analytic induction and visual coding schemes. Findings show that bystanders use taunting and insulting the police as a form of resistance. Additionally, bystanders give advice to the subject of the encounter. Furthermore, bystander comments reveal the ways they believe gender and race to be relevant to the police-citizen encounter and relationship with law enforcement more generally. Bystander talk reframes the encounter and positions the subject as victim and law enforcement as the source of trouble. Bystanders accuse the police of going beyond the parameters of their jobs to express sexual desire and racial antipathy. Additionally, bystander participation dramatizes the limits of police authority as bystanders offer the subject legal advice and creates derogatory experiences for the police.",Baltimore,-76.6121893,39.2903848,1
871,f3hd7sn8,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3hd7sn8,"How Far Is Beijing? Gender and the Capital in Tie Ning's How Far Is Forever and ""Night of the Spring Breeze""",2013,"Healey, Cara Michelle","University of California, Santa Barbara. East Asian Languages and Cultures",East Asian Languages and Cultures,Michael Berry,"China's urbanization has led to new urban identities and urban fiction. Amidst these trends, Chairwoman of the Chinese Writers' Association Tie Ning has developed a body of fiction that paints a rich portrait of Beijing and the women who live there. However, little English-language scholarship on her works exists; this study is a first step towards filling that gap. It focuses on How Long Is Forever and ""Night of the Spring Breeze,"" in which the city of Beijing becomes a character in itself. These stories span from the 1970s to today and include female characters in various socioeconomic positions, acting as a microcosm of Beijing society. In these works, the geography, architecture, aesthetic, and culture of Beijing contribute to the development of female characters' identities. Through analyzing these interactions, this paper seeks to understand Tie Ning's Beijing and how it has changed over the past forty years.",Beijing,116.4073963,39.9041999,2
118,f3ff3qj9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3ff3qj9,How Migrant Parents in Beijing Care for Their Children : A Comparison Study on Parenting Strategies Between Poor and Not-so-poor Migrant Parents,2015,"Li, Qiao","University of California, Santa Barbara. Global and International Studies",Global and International Studies,Richard P. Appelbaum,"This paper seeks to contribute to the understanding of how internal migration in globalizing China shapes migrant parents' decision to raise their children. The case study focuses on how do poor and not-so-poor migrant parents care for their children both from afar and close by. The findings on which it is based come from three main sources. The first consisted of twenty semi-structured interviews with migrant parents and their now-adult children from different social-economic backgrounds in Beijing, China. The second source comes from participant observation at a migrant children's school in Beijing. The third source comes from archival research in California, where I gather the push-pull factors for migration within China, as well as the institutional barriers that prevents rural migrant parents and their children from utilizing social services in urban cities. Drawing from existing scholarship on China's globalizing economy, hukou reform, feminization of migration, and children of migration, I attempt to examine what does migrant family structures reveal about China's institutional discrimination? How do poor and not-so-poor migrant parents in Beijing care for their children? And how does migration effect now-adult children's outlook on life and work? By studying this topic, I hope to deepen the understanding of the social cost of migration on family relationships and children behind China's aggressive economic development. Moreover, this study aims to elevate the discussion of migrant families from the margins of scholarly research to a position of greater centrality.",Beijing,116.4073963,39.9041999,2
1187,f3fq9tk1,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3fq9tk1,Nation-State or State-Nation? Myths of Nationhood and Support for State Sovereignty in Belarus,2013,"Zdanowicz, Francois","University of California, Santa Barbara. Political Science",Political Science,Cynthia S. Kaplan,"The research question of this thesis is to identify what factors motivate Belarusians' support for state sovereignty from Russia and from the USSR. Four independent variables are worth examining: the type of national identity (civic or ethnic), the link between ethnicity and national identity, economic interests, and attitudes towards nationalist symbols. These variables relate to the modernist, ethnoculturalist, instrumentalist, and constructivist theories of nations. The effect of these variables is tested by using control variables such as region of origin, settlement type, age, gender, religion, and education. The methods used consist in the analysis of secondary sources in order to measure how historical evidence can substantiate the above mentioned variables. Another method is a survey conducted among Belarusians to measure the influence of these variables. Historical evidence indicates that the absence of an historical narrative acceptable to all Belarusians undermined a common identity, and that a civic model of identity favorable to Russia became more accepted than the nationalist identity model based on ethnicity. Evidence also shows that state consolidation reinforced Belarusians' will to wrestle independence from Russia. Survey results in turn indicate a direct relationship between the type of national identity and from which state Belarusians want sovereignty. Civic identity influences support for sovereignty from a political state, like the USSR, while ethnic identity influences support for sovereignty from an ethnic state like Russia. Most of all, attitudes favorable to nationalist symbols emerged as having the most consistent effect on support for sovereignty. While Belarusians do not consider ethnic ancestry as a criterion for nationality they favor an identity model that can be termed ""national-cultural.""",Belarus,27.953389,53.709807,1
