"year(cout)","month(cout)","callNumber","title","Mexico","Ireland","Spain","Israel","Egypt","China","Cuba","Iraq","Japan"
2007,12,"J PLATT","Egyptian diary the journal of Nakht",1,0,7,0,18,13,0,0,3
2008,1,"J LOGAN","5000 year old puzzle solving a mystery of ancient Egypt",0,2,8,0,10,17,0,0,8
2008,2,"J DENENBE","So far from home the diary of Mary Driscoll an Irish mill girl",0,3,6,0,17,11,0,0,4
2008,3,"J PLATT","Egyptian diary the journal of Nakht",0,2,6,0,18,14,0,0,6
2008,4,"J YOLEN","And twelve Chinese acrobats",1,0,2,0,12,13,0,0,2
2008,5,"J PLATT","Egyptian diary the journal of Nakht",1,3,3,0,12,13,0,0,4
2008,6,"J MAH","Chinese Cinderella and the Secret Dragon Society",3,3,7,0,23,18,0,0,11
2008,7,"J M279Tj CASSETTE","Teach me Japanese",0,2,8,0,21,18,0,0,8
2008,8,"J DENENBE","So far from home the diary of Mary Driscoll an Irish mill girl",1,2,4,0,15,17,0,0,4
2008,9,"J D8335 CASSETTE","Drive in Spanish for kids songs and games for on the go children",2,4,5,0,16,18,0,0,6
2008,10,"J D8335 CASSETTE","Drive in Spanish for kids songs and games for on the go children",1,5,5,0,18,13,0,0,5
2008,11,"J MAH","Chinese Cinderella and the Secret Dragon Society",1,0,3,0,12,19,0,0,4
2008,12,"J YEN","Why rat comes first a story of the Chinese zodiac",0,3,4,0,9,10,0,0,2
2009,1,"J SNYDER","Egypt game",0,5,4,0,17,21,0,0,9
2009,2,"J M279Tse CASSETTE","Teach me even more Spanish",2,1,7,1,15,20,0,0,3
2009,3,"J PLATT","Egyptian diary the journal of Nakht",0,3,3,0,17,22,0,0,5
2009,4,"J DIXON","mystery of the Chinese junk",1,4,3,0,12,18,0,0,7
2009,5,"J PLATT","Egyptian diary the journal of Nakht",10,4,4,0,10,11,0,0,7
2009,6,"J LOGAN","5000 year old puzzle solving a mystery of ancient Egypt",4,8,7,0,21,16,0,0,6
2009,7,"J KNIFE","Captain Fact Egyptian adventure",8,3,2,0,19,20,0,0,7
2009,8,"J F182P CASSETTE","Plum boy and other tales from Japan musical adventures",3,5,4,0,16,35,0,0,5
2009,9,"J HUNT","quest for Aztec gold Mexico",3,0,2,0,20,17,0,0,1
2009,10,"J HUNT","puzzle of the missing panda China",2,2,4,0,14,21,0,0,7
2009,11,"J MCCAUGH","Casting the gods adrift a tale of ancient Egypt",5,1,1,0,16,12,0,0,6
2009,12,"J M279Tse CASSETTE","Teach me even more Spanish",0,2,1,0,15,15,0,0,7
2010,1,"J CHRISMA","Shen of the sea Chinese stories for children",2,0,2,0,18,27,0,0,5
2010,2,"J HUNT","puzzle of the missing panda China",3,1,3,0,13,24,0,0,5
2010,3,"J HUNT","puzzle of the missing panda China",4,1,3,0,12,22,0,0,11
2010,4,"J MAH","Chinese Cinderella and the Secret Dragon Society",4,0,0,0,13,17,0,0,8
2010,5,"J CHRISMA","Shen of the sea Chinese stories for children",4,2,3,0,12,16,0,0,5
2010,6,"J KIMMEL","Sword of the samurai adventure stories from Japan",6,0,0,0,15,30,0,0,9
2010,7,"J MONTGOM","Chinese dragons",4,2,0,0,15,27,0,0,7
2010,8,"J CHRISMA","Shen of the sea Chinese stories for children",7,2,0,0,12,22,0,0,7
2010,9,"J PLATT","Egyptian diary the journal of Nakht",3,0,1,0,12,19,0,0,2
2010,10,"J M279Tc CASSETTE","Teach me Chinese a musical journey through the day",2,1,0,0,12,15,0,0,6
2010,11,"J PLATT","Egyptian diary the journal of Nakht",4,1,0,0,16,15,0,0,8
2010,12,"J DENENBE","So far from home the diary of Mary Driscoll an Irish mill girl",3,1,0,0,11,20,0,0,6
2011,1,"J YEN","Why rat comes first a story of the Chinese zodiac",2,2,0,0,16,12,0,0,6
2011,2,"J MAH","Along the river a Chinese Cinderella novel",3,1,1,0,10,18,0,0,3
2011,3,"J MONTGOM","Chinese dragons",2,2,0,0,16,16,0,0,7
2011,4,"J DENENBE","So far from home the diary of Mary Driscoll an Irish mill girl",1,4,1,0,7,19,0,0,3
2011,5,"J MONTGOM","Chinese dragons",2,2,0,0,11,20,0,0,4
2011,6,"J HUNT","theft of the Samurai sword Japan",4,2,0,0,18,23,0,0,7
2011,7,"J ROOK","Mexico 1850",2,2,2,0,16,20,0,0,2
2011,8,"J HUNT","theft of the Samurai sword Japan",5,2,1,0,10,22,0,0,8
2011,9,"J MAH","Along the river a Chinese Cinderella novel",0,0,0,0,17,17,0,0,6
2011,10,"J PLATT","Egyptian diary the journal of Nakht",0,1,0,0,10,17,0,0,4
2011,11,"J HUNT","puzzle of the missing panda China",1,2,0,0,18,14,0,0,6
2011,12,"J PLATT","Egyptian diary the journal of Nakht",1,1,0,0,8,17,0,0,1
2012,1,"J LOGAN","5000 year old puzzle solving a mystery of ancient Egypt",0,0,1,0,12,15,0,0,4
2012,2,"J HUNT","puzzle of the missing panda China",2,1,0,0,13,15,0,0,3
2012,3,"J LOGAN","5000 year old puzzle solving a mystery of ancient Egypt",1,0,0,0,11,9,0,0,3
2012,4,"J MONTGOM","Chinese dragons",0,2,0,0,9,12,0,0,4
2012,5,"J MAH","Chinese Cinderella and the Secret Dragon Society",4,1,0,0,18,17,0,0,6
2012,6,"J PLATT","Egyptian diary the journal of Nakht",1,0,0,0,11,12,0,0,4
2012,7,"J HUNT","mission to find Max Egypt",3,0,1,0,26,19,0,0,4
2012,8,"J HUNT","mission to find Max Egypt",2,0,0,0,15,11,0,0,2
2012,9,"J LOGAN","5000 year old puzzle solving a mystery of ancient Egypt",1,1,0,0,15,12,0,0,4
2012,10,"J LOGAN","5000 year old puzzle solving a mystery of ancient Egypt",1,1,0,0,14,13,0,0,2
2012,11,"J UCHIDA","Journey to Topaz a story of the Japanese American evacuation",2,0,0,0,10,12,0,0,2
2012,12,"J KEENE","Kachina doll mystery",2,0,0,0,10,13,0,0,2
2013,1,"J HUNT","theft of the Samurai sword Japan",3,1,0,0,13,14,0,0,7
2013,2,"J HUNT","puzzle of the missing panda China",1,0,0,0,8,16,0,0,2
2013,3,"J HUNT","theft of the Samurai sword Japan",3,1,1,0,15,12,0,0,4
2013,4,"J KEENE","Kachina doll mystery",1,2,0,0,13,21,0,0,3
2013,5,"J KEENE","Kachina doll mystery",2,1,0,0,19,21,0,0,4
2013,6,"J LOGAN","5000 year old puzzle solving a mystery of ancient Egypt",4,0,0,0,17,31,0,0,4
2013,7,"J MAH","Along the river a Chinese Cinderella novel",5,0,0,0,20,30,0,0,8
2013,8,"J SNYDER","Egypt game",7,2,0,0,10,20,0,0,8
2013,9,"J HUNT","puzzle of the missing panda China",5,0,40,0,20,25,0,0,11
2013,10,"J DIXON","mystery of the Chinese junk",6,0,32,0,15,23,0,0,16
2013,11,"J STILTON","Thea Stilton and the Spanish dance mission",2,0,37,0,14,20,0,0,17
2013,12,"J KEENE","Kachina doll mystery",3,1,34,0,9,21,0,0,15
2014,1,"J STILTON","Thea Stilton and the Spanish dance mission",3,0,41,0,8,16,0,0,18
2014,2,"J STILTON","Thea Stilton and the Spanish dance mission",3,0,37,0,8,17,0,0,13
2014,3,"J MONTGOM","Chinese dragons",5,2,32,0,12,19,0,0,15
2014,4,"J TARSHIS","I survived the Japanese Tsunami 2011",4,0,45,0,6,11,0,0,11
2014,5,"J STILTON","Thea Stilton and the Spanish dance mission",2,0,39,0,15,22,0,0,17
2014,6,"J SNYDER","Egypt game",2,1,36,0,9,18,0,0,11
2014,7,"J HUNT","quest for Aztec gold Mexico",5,1,32,0,21,29,0,0,14
2014,8,"J STILTON","Thea Stilton and the Spanish dance mission",5,0,32,0,12,23,0,0,10
2014,9,"J STILTON","Thea Stilton and the Spanish dance mission",5,0,31,0,10,17,0,0,18
2014,10,"J STILTON","Thea Stilton and the Spanish dance mission",3,0,26,0,21,19,0,0,11
2014,11,"J STILTON","Thea Stilton and the Spanish dance mission",2,0,27,0,6,10,0,0,7
2014,12,"J STILTON","Thea Stilton and the Spanish dance mission",2,0,21,0,9,9,0,0,8
2015,1,"J HUNT","quest for Aztec gold Mexico",3,0,22,0,12,11,0,0,8
2015,2,"J HUNT","quest for Aztec gold Mexico",2,0,12,0,5,13,0,0,7
2015,3,"J MONTGOM","Chinese dragons",2,0,29,0,9,23,0,0,13
2015,4,"J KEENE","Kachina doll mystery",7,0,42,0,10,19,0,0,13
2015,5,"J HUNT","theft of the Samurai sword Japan",2,0,41,0,6,15,0,0,11
2015,6,"J DIXON","mystery of the Chinese junk",6,0,47,0,11,23,0,0,24
2015,7,"J SNYDER","Egypt game",6,0,38,0,14,17,0,0,20
2015,8,"J STILTON","Thea Stilton and the Spanish dance mission",10,0,37,0,11,15,0,0,15
2015,9,"J STILTON","Thea Stilton and the Spanish dance mission",7,0,29,0,8,16,0,0,18
2015,10,"J STILTON","Thea Stilton and the Spanish dance mission",7,0,27,0,10,10,0,0,13
2015,11,"J STILTON","Thea Stilton and the Spanish dance mission",3,0,29,0,7,15,0,0,12
2015,12,"J TARSHIS","I survived the Japanese Tsunami 2011",1,0,18,0,6,8,0,0,10
2016,1,"J STILTON","Thea Stilton and the Spanish dance mission",2,0,28,0,9,12,0,0,9
2016,2,"J MONTGOM","Chinese dragons",2,0,23,0,7,7,0,0,8
2016,3,"J STILTON","Thea Stilton and the Spanish dance mission",3,0,35,0,8,13,0,0,7
2016,4,"J HUNT","theft of the Samurai sword Japan",5,0,20,0,8,12,0,0,13
2016,5,"J SNYDER","Egypt game",3,0,17,0,8,9,0,0,10
2016,6,"J STILTON","Thea Stilton and the Spanish dance mission",1,0,23,0,14,10,0,0,10
2016,7,"J MONTGOM","Chinese dragons",1,0,28,0,14,15,0,0,15
2016,8,"J STILTON","Thea Stilton and the Spanish dance mission",7,1,26,0,11,12,1,0,7
2016,9,"J STILTON","Thea Stilton and the Spanish dance mission",1,6,19,0,1,9,5,0,10
2016,10,"J STILTON","Thea Stilton and the Spanish dance mission",2,7,21,0,5,5,2,0,8
2016,11,"J KEENE","Kachina doll mystery",2,7,19,0,8,6,1,0,6
2016,12,"J CALLAGH","Lost in Ireland",4,6,18,0,5,9,2,0,9
