cin,cout,title,deweyClass
"2008-12-20 15:14:00","2008-11-25 18:58:00","Data mining concepts models methods and algorithms",005.741
"2009-01-31 14:13:00","2008-12-20 15:44:00","Data mining concepts models methods and algorithms",005.741
"2009-02-03 15:25:00","2008-12-20 15:44:00","Data mining concepts models methods and algorithms",005.741
"2009-02-04 10:14:00","2008-12-20 15:44:00","Data mining concepts models methods and algorithms",005.741
"2009-02-06 14:16:00","2009-02-06 14:13:00","Data mining concepts models methods and algorithms",005.741
"2009-02-07 16:33:00","2008-12-10 17:11:00","Data mining practical machine learning tools and techniques",006.3
"2009-02-09 18:39:00","2008-12-29 16:43:00","Data mining practical machine learning tools and techniques",006.3
"2009-02-10 09:07:00","2008-12-29 16:43:00","Data mining practical machine learning tools and techniques",006.3
"2009-02-11 10:17:00","2008-12-10 17:11:00","Data mining practical machine learning tools and techniques",006.3
"2009-02-12 17:14:00","2009-01-21 13:48:00","Data mining practical machine learning tools and techniques",006.3
"2009-02-14 22:16:00","2009-01-21 13:48:00","Data mining practical machine learning tools and techniques",006.3
"2009-02-16 13:22:00","2008-12-29 16:43:00","Data mining practical machine learning tools and techniques",006.3
"2009-02-17 14:46:00","2009-01-21 13:48:00","Data mining practical machine learning tools and techniques",006.3
"2009-02-19 11:42:00","2008-12-29 16:43:00","Data mining practical machine learning tools and techniques",006.3
"2009-02-27 17:05:00","2008-12-29 16:43:00","Data mining cookbook modeling data for marketing risk and customer relationship management",005.741
"2009-03-14 17:12:00","2009-02-07 10:28:00","Data mining your website",006.3
"2009-03-16 18:22:00","2009-02-23 12:01:00","Data mining concepts models methods and algorithms",005.741
"2009-03-25 19:56:00","2009-02-21 12:27:00","Data mining practical machine learning tools and techniques",006.3
"2009-03-27 12:59:00","2009-02-21 12:27:00","Data mining practical machine learning tools and techniques",006.3
"2009-04-06 12:25:00","2009-03-04 14:55:00","Data mining cookbook modeling data for marketing risk and customer relationship management",005.741
"2009-04-07 15:26:00","2009-03-18 14:44:00","Data mining concepts models methods and algorithms",005.741
"2009-04-08 10:31:00","2009-03-18 14:44:00","Data mining concepts models methods and algorithms",005.741
"2009-04-14 17:14:00","2009-02-14 17:02:00","Data mining practical machine learning tools and techniques",006.3
"2009-04-16 15:37:00","2009-03-12 12:38:00","Data mining your website",006.3
"2009-04-16 17:13:00","2008-11-09 16:53:00","Data mining your website",006.3
"2009-04-16 22:07:00","2009-02-14 17:02:00","Data mining practical machine learning tools and techniques",006.3
"2009-04-17 10:50:00","2008-11-09 16:53:00","Data mining your website",006.3
"2009-04-25 16:36:00","2009-04-07 10:56:00","Data mining cookbook modeling data for marketing risk and customer relationship management",005.741
"2009-04-29 12:35:00","2009-04-07 10:56:00","Data mining cookbook modeling data for marketing risk and customer relationship management",005.741
"2009-05-04 17:45:00","2009-04-03 16:07:00","Data mining practical machine learning tools and techniques",006.3
"2009-05-04 17:47:00","2009-04-13 16:59:00","Data mining concepts models methods and algorithms",005.741
"2009-05-07 14:19:00","2009-04-13 16:59:00","Data mining concepts models methods and algorithms",005.741
"2009-05-18 14:18:00","2009-04-03 16:07:00","Data mining practical machine learning tools and techniques",006.3
"2009-05-18 16:07:00","2009-05-15 10:05:00","Data mining concepts models methods and algorithms",005.741
"2009-05-19 13:43:00","2009-04-03 16:07:00","Data mining practical machine learning tools and techniques",006.3
"2009-05-19 16:29:00","2009-05-01 14:57:00","Data mining cookbook modeling data for marketing risk and customer relationship management",005.741
"2009-05-22 16:48:00","2009-05-01 14:57:00","Data mining cookbook modeling data for marketing risk and customer relationship management",005.741
"2009-05-26 14:50:00","2009-04-21 14:27:00","Data mining practical machine learning tools and techniques",006.3
"2009-05-27 16:25:00","2009-04-21 14:27:00","Data mining your website",006.3
"2009-05-28 13:32:00","2009-04-21 14:27:00","Data mining your website",006.3
"2009-06-08 19:28:00","2009-05-31 16:21:00","Data mining your website",006.3
"2009-06-10 12:37:00","2009-05-18 15:28:00","Data mining your website",006.3
"2009-06-10 12:37:00","2009-05-21 11:58:00","Data mining practical machine learning tools and techniques",006.3
"2009-06-10 12:38:00","2009-05-21 11:58:00","Data mining concepts models methods and algorithms",005.741
"2009-06-11 11:23:00","2009-05-21 11:58:00","Data mining concepts models methods and algorithms",005.741
"2009-06-11 12:44:00","2009-05-01 14:57:00","Data mining cookbook modeling data for marketing risk and customer relationship management",005.741
"2009-06-20 13:22:00","2009-06-06 12:06:00","Data mining practical machine learning tools and techniques",006.3
"2009-06-23 11:59:00","2009-05-21 11:58:00","Data mining concepts models methods and algorithms",005.741
"2009-07-05 15:28:00","2009-05-26 18:40:00","Data mining practical machine learning tools and techniques",006.3
"2009-07-08 13:43:00","2009-06-17 19:13:00","Data mining cookbook modeling data for marketing risk and customer relationship management",005.741
"2009-07-09 12:09:00","2009-06-17 19:13:00","Data mining cookbook modeling data for marketing risk and customer relationship management",005.741
"2009-07-31 13:47:00","2009-05-18 15:28:00","Data mining your website",006.3
"2009-08-10 18:01:00","2009-06-12 17:30:00","Data mining your website",006.3
"2009-08-12 18:51:00","2009-07-19 17:58:00","Data mining concepts models methods and algorithms",005.741
"2009-08-13 11:02:00","2009-07-19 17:58:00","Data mining concepts models methods and algorithms",005.741
"2009-09-29 17:50:00","2009-08-13 19:39:00","Data mining concepts models methods and algorithms",005.741
"2009-10-02 11:27:00","2009-08-13 19:39:00","Data mining concepts models methods and algorithms",005.741
"2009-10-08 15:18:00","2009-08-04 16:58:00","Data mining your website",006.3
"2009-10-14 11:57:00","2009-10-03 14:57:00","Data mining concepts models methods and algorithms",005.741
"2009-10-15 18:07:00","2009-08-02 13:50:00","Data mining practical machine learning tools and techniques",006.3
"2009-10-23 10:07:00","2009-08-02 13:50:00","Data mining practical machine learning tools and techniques",006.3
"2009-10-23 12:08:00","2009-10-05 19:33:00","Data mining practical machine learning tools and techniques",006.3
"2009-11-05 17:07:00","2009-10-15 18:46:00","Data mining concepts models methods and algorithms",005.741
"2009-11-07 11:58:00","2009-10-25 15:03:00","Data mining practical machine learning tools and techniques",006.3
"2009-11-07 22:14:00","2009-10-15 18:46:00","Data mining concepts models methods and algorithms",005.741
"2009-11-10 12:47:00","2009-10-15 18:46:00","Data mining concepts models methods and algorithms",005.741
"2009-12-05 17:21:00","2009-11-15 13:25:00","Data mining concepts models methods and algorithms",005.741
"2009-12-08 12:19:00","2009-11-15 13:25:00","Data mining concepts models methods and algorithms",005.741
"2009-12-23 10:29:00","2009-10-25 15:03:00","Data mining practical machine learning tools and techniques",006.3
"2010-01-05 17:24:00","2009-12-17 19:51:00","Data mining concepts models methods and algorithms",005.741
"2010-01-08 11:29:00","2009-12-17 19:51:00","Data mining concepts models methods and algorithms",005.741
"2010-01-11 18:11:00","2009-12-17 19:51:00","Data mining concepts models methods and algorithms",005.741
"2010-01-24 17:52:00","2009-11-02 18:38:00","Data mining practical machine learning tools and techniques",006.3
"2010-01-25 10:52:00","2009-12-17 19:51:00","Data mining concepts models methods and algorithms",005.741
"2010-01-25 12:36:00","2009-11-02 18:38:00","Data mining practical machine learning tools and techniques",006.3
"2010-01-26 17:53:00","2010-01-02 14:18:00","Data mining practical machine learning tools and techniques",006.3
"2010-02-18 21:18:00","2010-01-25 17:48:00","Data mining practical machine learning tools and techniques",006.3
"2010-02-25 13:01:00","2010-01-29 17:44:00","Data mining practical machine learning tools and techniques",006.3
"2010-02-27 18:51:00","2010-01-29 17:44:00","Data mining practical machine learning tools and techniques",006.3
"2010-03-01 14:52:00","2010-01-29 17:44:00","Data mining practical machine learning tools and techniques",006.3
"2010-03-08 17:28:00","2010-01-26 20:02:00","Data mining concepts models methods and algorithms",005.741
"2010-03-09 15:06:00","2010-01-26 20:02:00","Data mining concepts models methods and algorithms",005.741
"2010-03-10 10:35:00","2010-01-26 20:02:00","Data mining concepts models methods and algorithms",005.741
"2010-03-12 18:41:00","2010-01-29 17:44:00","Data mining practical machine learning tools and techniques",006.3
"2010-03-13 10:42:00","2010-01-29 17:44:00","Data mining practical machine learning tools and techniques",006.3
"2010-03-18 19:41:00","2010-02-26 16:37:00","Data mining practical machine learning tools and techniques",006.3
"2010-04-03 14:44:00","2010-03-13 13:09:00","Data mining concepts models methods and algorithms",005.741
"2010-04-26 12:14:00","2010-04-08 14:31:00","Data mining practical machine learning tools and techniques",006.3
"2010-05-11 13:49:00","2010-04-12 19:57:00","Data mining concepts models methods and algorithms",005.741
"2010-06-13 12:42:00","2010-05-22 11:42:00","Data mining practical machine learning tools and techniques",006.3
"2010-06-23 13:08:00","2010-05-13 15:13:00","Data mining practical machine learning tools and techniques",006.3
"2010-06-29 15:20:00","2010-06-21 15:21:00","Data mining concepts models methods and algorithms",005.741
"2010-08-22 00:00:00","2010-06-18 16:38:00","Data mining practical machine learning tools and techniques",006.3
"2010-09-18 12:21:00","2010-06-18 16:38:00","Data mining practical machine learning tools and techniques",006.3
"2010-10-02 16:10:00","2010-09-15 16:24:00","Data mining your website",006.3
