cin,cout,title,deweyClass
"2007-12-14 16:39:00","2007-12-14 10:16:00","Data mining concepts models methods and algorithms",005.741
"2007-12-17 11:58:00","2007-12-14 10:16:00","Data mining concepts models methods and algorithms",005.741
"2007-12-18 14:26:00","2007-12-14 10:16:00","Data mining concepts models methods and algorithms",005.741
"2008-01-10 16:39:00","2007-12-18 16:41:00","Algorithms in C",005.133
"2008-01-29 14:14:00","2007-12-19 19:27:00","Data mining concepts models methods and algorithms",005.741
"2008-02-02 17:25:00","2008-01-16 15:43:00","Algorithms in C",005.133
"2008-02-09 16:56:00","2007-12-10 14:29:00","Mastering algorithms with Perl",005.131
"2008-03-04 17:46:00","2008-02-09 15:05:00","Algorithms in C",005.133
"2008-03-06 08:44:00","2008-02-09 15:05:00","Algorithms in C",005.133
"2008-03-12 17:55:00","2008-01-29 14:16:00","Data mining concepts models methods and algorithms",005.741
"2008-03-12 18:01:00","2008-01-29 14:16:00","Data mining concepts models methods and algorithms",005.741
"2008-03-14 19:17:00","2008-01-29 14:16:00","Data mining concepts models methods and algorithms",005.741
"2008-05-01 16:39:00","2008-04-15 16:29:00","Data mining concepts models methods and algorithms",005.741
"2008-05-02 17:40:00","2008-04-11 16:05:00","Algorithms in C",005.133
"2008-05-06 18:48:00","2008-04-11 16:05:00","Algorithms in C",005.133
"2008-05-21 19:19:00","2008-03-19 19:51:00","Algorithms for graphics and image processing",001.55
"2008-05-31 16:56:00","2008-05-11 14:01:00","Algorithms in C",005.133
"2008-06-01 12:55:00","2008-05-03 14:04:00","Data mining concepts models methods and algorithms",005.741
"2008-06-03 21:55:00","2008-05-11 14:01:00","Algorithms in C",005.133
"2008-06-04 13:57:00","2008-05-11 14:01:00","Algorithms in C",005.133
"2008-06-10 18:15:00","2008-06-04 18:11:00","Algorithms in C",005.133
"2008-06-12 17:54:00","2008-06-04 18:11:00","Algorithms in C",005.133
"2008-06-26 13:17:00","2008-04-24 15:52:00","Mastering algorithms with Perl",005.131
"2008-08-09 16:04:00","2008-06-16 13:30:00","Algorithms in C",005.133
"2008-08-18 18:52:00","2008-06-16 13:30:00","Algorithms in C",005.133
"2008-09-05 10:22:00","2008-07-21 16:59:00","Data mining concepts models methods and algorithms",005.741
"2008-10-10 13:09:00","2008-10-01 13:22:00","Data mining concepts models methods and algorithms",005.741
"2008-10-30 14:10:00","2008-10-16 15:57:00","Data mining concepts models methods and algorithms",005.741
"2008-10-31 00:00:00","2008-07-31 16:21:00","Mastering algorithms with Perl",005.131
"2008-11-05 14:48:00","2008-11-05 14:34:00","Mastering algorithms with Perl",005.131
"2008-11-21 10:51:00","2008-10-29 12:20:00","Algorithms in C",005.133
"2008-12-12 17:55:00","2008-11-25 16:10:00","Algorithms in C",005.133
"2008-12-14 15:05:00","2008-11-25 18:58:00","Data mining concepts models methods and algorithms",005.741
"2008-12-17 15:37:00","2008-11-25 18:58:00","Data mining concepts models methods and algorithms",005.741
"2008-12-20 15:14:00","2008-11-25 18:58:00","Data mining concepts models methods and algorithms",005.741
"2009-01-31 14:13:00","2008-12-20 15:44:00","Data mining concepts models methods and algorithms",005.741
"2009-02-03 15:25:00","2008-12-20 15:44:00","Data mining concepts models methods and algorithms",005.741
"2009-02-04 10:14:00","2008-12-20 15:44:00","Data mining concepts models methods and algorithms",005.741
"2009-02-06 14:16:00","2009-02-06 14:13:00","Data mining concepts models methods and algorithms",005.741
"2009-02-21 11:25:00","2008-11-05 14:34:00","Mastering algorithms with Perl",005.131
"2009-03-16 18:22:00","2009-02-23 12:01:00","Data mining concepts models methods and algorithms",005.741
"2009-04-03 17:45:00","2009-02-24 17:23:00","Mastering algorithms with Perl",005.131
"2009-04-07 15:26:00","2009-03-18 14:44:00","Data mining concepts models methods and algorithms",005.741
"2009-04-08 10:31:00","2009-03-18 14:44:00","Data mining concepts models methods and algorithms",005.741
"2009-05-04 17:47:00","2009-04-13 16:59:00","Data mining concepts models methods and algorithms",005.741
"2009-05-07 14:19:00","2009-04-13 16:59:00","Data mining concepts models methods and algorithms",005.741
"2009-05-18 16:07:00","2009-05-15 10:05:00","Data mining concepts models methods and algorithms",005.741
"2009-06-05 17:31:00","2009-04-17 17:54:00","Algorithms in C",005.133
"2009-06-06 13:45:00","2009-04-17 17:54:00","Algorithms in C",005.133
"2009-06-10 12:38:00","2009-05-21 11:58:00","Data mining concepts models methods and algorithms",005.741
"2009-06-11 11:23:00","2009-05-21 11:58:00","Data mining concepts models methods and algorithms",005.741
"2009-06-23 11:59:00","2009-05-21 11:58:00","Data mining concepts models methods and algorithms",005.741
"2009-07-20 12:46:00","2009-06-08 17:07:00","Algorithms in C",005.133
"2009-08-12 18:51:00","2009-07-19 17:58:00","Data mining concepts models methods and algorithms",005.741
"2009-08-13 11:02:00","2009-07-19 17:58:00","Data mining concepts models methods and algorithms",005.741
"2009-08-13 13:51:00","2009-07-20 13:32:00","Algorithms in C",005.133
"2009-08-17 19:45:00","2009-07-20 13:32:00","Algorithms in C",005.133
"2009-08-29 19:08:00","2009-07-20 13:32:00","Algorithms in C",005.133
"2009-09-20 15:00:00","2009-09-08 19:08:00","Algorithms in C",005.133
"2009-09-29 17:50:00","2009-08-13 19:39:00","Data mining concepts models methods and algorithms",005.741
"2009-10-02 11:27:00","2009-08-13 19:39:00","Data mining concepts models methods and algorithms",005.741
"2009-10-14 11:57:00","2009-10-03 14:57:00","Data mining concepts models methods and algorithms",005.741
"2009-11-05 17:07:00","2009-10-15 18:46:00","Data mining concepts models methods and algorithms",005.741
"2009-11-06 14:11:00","2009-09-27 16:09:00","Algorithms in C",005.133
"2009-11-07 09:44:00","2009-09-27 16:09:00","Algorithms in C",005.133
"2009-11-07 22:14:00","2009-10-15 18:46:00","Data mining concepts models methods and algorithms",005.741
"2009-11-10 12:47:00","2009-10-15 18:46:00","Data mining concepts models methods and algorithms",005.741
"2009-11-30 17:21:00","2009-11-10 15:08:00","Algorithms in C",005.133
"2009-12-01 19:26:00","2009-11-10 15:08:00","Algorithms in C",005.133
"2009-12-05 17:21:00","2009-11-15 13:25:00","Data mining concepts models methods and algorithms",005.741
"2009-12-08 12:19:00","2009-11-15 13:25:00","Data mining concepts models methods and algorithms",005.741
"2009-12-26 16:41:00","2009-12-06 13:52:00","Algorithms in C",005.133
"2009-12-28 14:00:00","2009-12-06 13:52:00","Algorithms in C",005.133
"2010-01-05 17:24:00","2009-12-17 19:51:00","Data mining concepts models methods and algorithms",005.741
"2010-01-08 11:29:00","2009-12-17 19:51:00","Data mining concepts models methods and algorithms",005.741
"2010-01-11 18:11:00","2009-12-17 19:51:00","Data mining concepts models methods and algorithms",005.741
"2010-01-25 10:52:00","2009-12-17 19:51:00","Data mining concepts models methods and algorithms",005.741
"2010-02-23 16:29:00","2010-01-07 15:19:00","Algorithms in C",005.133
"2010-02-24 17:08:00","2010-01-07 15:19:00","Algorithms in C",005.133
"2010-03-06 10:12:00","2010-01-07 15:19:00","Algorithms in C",005.133
"2010-03-08 17:28:00","2010-01-26 20:02:00","Data mining concepts models methods and algorithms",005.741
"2010-03-09 15:06:00","2010-01-26 20:02:00","Data mining concepts models methods and algorithms",005.741
"2010-03-10 10:35:00","2010-01-26 20:02:00","Data mining concepts models methods and algorithms",005.741
"2010-04-03 14:44:00","2010-03-13 13:09:00","Data mining concepts models methods and algorithms",005.741
"2010-04-17 13:56:00","2010-03-06 17:49:00","Algorithms in C",005.133
"2010-04-19 16:26:00","2010-03-06 17:49:00","Algorithms in C",005.133
"2010-04-20 12:38:00","2010-03-06 17:49:00","Algorithms in C",005.133
"2010-05-11 13:49:00","2010-04-12 19:57:00","Data mining concepts models methods and algorithms",005.741
"2010-05-20 11:38:00","2010-04-26 16:18:00","Algorithms in C",005.133
"2010-05-22 12:07:00","2010-04-26 16:18:00","Algorithms in C",005.133
"2010-06-12 16:26:00","2010-05-22 17:47:00","Algorithms in C",005.133
"2010-06-15 21:37:00","2010-05-22 17:47:00","Algorithms in C",005.133
"2010-06-29 15:20:00","2010-06-21 15:21:00","Data mining concepts models methods and algorithms",005.741
"2010-07-15 16:28:00","2010-06-23 17:35:00","Algorithms in C",005.133
"2010-07-17 12:33:00","2010-06-23 17:35:00","Algorithms in C",005.133
"2010-07-28 10:23:00","2010-06-23 17:35:00","Algorithms in C",005.133
"2010-08-23 19:29:00","2010-08-02 17:36:00","Algorithms in C",005.133
"2010-08-26 10:34:00","2010-08-02 17:36:00","Algorithms in C",005.133
"2010-09-24 16:51:00","2010-08-16 16:38:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2010-10-13 11:24:00","2010-09-12 15:08:00","Data mining concepts models methods and algorithms",005.741
"2010-11-10 15:58:00","2010-10-16 15:37:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2010-11-13 14:36:00","2010-08-16 16:38:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2010-11-13 20:04:00","2010-10-16 15:37:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2010-11-17 17:24:00","2010-11-17 17:16:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2010-11-24 11:57:00","2010-10-16 15:37:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2010-11-27 22:53:00","2010-10-16 15:37:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2010-11-29 13:12:00","2010-10-16 15:37:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2010-12-08 12:11:00","2010-11-17 17:16:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2010-12-13 12:06:00","2010-10-16 15:37:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2010-12-15 13:20:00","2010-12-15 13:19:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2010-12-18 15:35:00","2010-12-15 13:19:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2010-12-19 13:28:00","2010-12-09 14:37:00","Algorithms in C",005.133
"2010-12-20 14:35:00","2010-12-15 13:19:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2010-12-23 17:55:00","2010-12-04 17:28:00","Data mining concepts models methods and algorithms",005.741
"2010-12-27 11:45:00","2010-12-04 17:28:00","Data mining concepts models methods and algorithms",005.741
"2011-01-18 14:49:00","2010-12-27 19:40:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-01-19 10:42:00","2010-12-27 19:40:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-01-24 17:14:00","2010-12-29 14:37:00","Data mining concepts models methods and algorithms",005.741
"2011-02-07 13:39:00","2011-01-19 13:26:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-02-07 13:39:00","2010-12-08 14:00:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-02-10 12:14:00","2011-01-19 13:26:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-02-10 12:14:00","2010-12-08 14:00:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-02-12 12:32:00","2011-01-19 13:26:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-02-14 14:21:00","2010-12-29 11:44:00","Algorithms in C",005.133
"2011-02-16 21:44:00","2010-12-29 11:44:00","Algorithms in C",005.133
"2011-02-19 11:51:00","2011-01-29 13:12:00","Data mining concepts models methods and algorithms",005.741
"2011-02-20 21:43:00","2010-12-29 11:44:00","Algorithms in C",005.133
"2011-02-22 11:56:00","2010-12-29 11:44:00","Algorithms in C",005.133
"2011-02-25 16:20:00","2010-12-08 14:00:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-02-28 14:56:00","2011-01-29 13:12:00","Data mining concepts models methods and algorithms",005.741
"2011-03-01 12:53:00","2010-12-08 14:00:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-03-07 14:22:00","2011-02-15 18:08:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-03-19 22:18:00","2011-02-15 18:08:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-03-21 14:42:00","2011-02-15 18:08:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-03-21 16:20:00","2011-03-01 16:34:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-03-22 13:52:00","2011-03-02 14:29:00","Data mining concepts models methods and algorithms",005.741
"2011-03-23 19:37:00","2011-03-01 16:34:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-03-24 13:24:00","2011-03-02 14:29:00","Data mining concepts models methods and algorithms",005.741
"2011-03-26 20:02:00","2011-03-01 16:34:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-03-27 12:17:00","2011-03-01 16:34:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-04-09 13:42:00","2011-03-21 16:22:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-04-10 21:08:00","2011-03-21 16:22:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-04-14 15:06:00","2011-02-26 13:25:00","Algorithms in C",005.133
"2011-04-16 12:27:00","2011-03-01 16:34:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-04-16 13:37:00","2011-03-26 13:49:00","Data mining concepts models methods and algorithms",005.741
"2011-04-19 13:01:00","2011-03-26 13:49:00","Data mining concepts models methods and algorithms",005.741
"2011-04-21 13:12:00","2011-04-21 13:09:00","Data mining concepts models methods and algorithms",005.741
"2011-04-23 14:22:00","2011-04-21 13:09:00","Data mining concepts models methods and algorithms",005.741
"2011-05-04 19:56:00","2011-04-13 19:03:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-05-07 10:54:00","2011-04-13 19:03:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-05-28 19:36:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-06-08 15:57:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-06-08 19:03:00","2011-05-25 14:11:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-06-09 10:23:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-06-11 12:02:00","2011-05-25 14:11:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-06-11 17:34:00","2011-04-30 13:13:00","Data mining concepts models methods and algorithms",005.741
"2011-06-13 13:30:00","2011-05-25 14:11:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-06-13 18:33:00","2011-04-30 13:13:00","Data mining concepts models methods and algorithms",005.741
"2011-06-15 17:49:00","2011-06-15 16:04:00","Data mining concepts models methods and algorithms",005.741
"2011-06-17 15:57:00","2011-05-25 14:11:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-06-18 12:46:00","2011-05-25 14:11:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-06-22 10:38:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-06-23 13:36:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-06-30 17:55:00","2011-05-25 14:11:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-07-05 13:54:00","2011-06-25 14:17:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-07-07 10:31:00","2011-05-26 16:17:00","Algorithms in C",005.133
"2011-07-07 11:40:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-07-08 10:57:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-07-18 10:53:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-07-20 13:06:00","2011-06-28 13:30:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-07-20 18:11:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-07-21 11:21:00","2011-06-28 13:30:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-08-04 16:54:00","2011-07-09 14:33:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-08-04 18:23:00","2011-07-11 18:08:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-08-05 11:30:00","2011-07-11 18:08:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-08-06 17:53:00","2011-07-09 11:21:00","Algorithms in C",005.133
"2011-08-08 15:15:00","2011-07-09 11:21:00","Algorithms in C",005.133
"2011-08-08 19:33:00","2011-06-23 13:08:00","Data mining concepts models methods and algorithms",005.741
"2011-08-09 17:59:00","2011-07-09 16:14:00","Algorithms for graphics and image processing",001.55
"2011-08-09 19:06:00","2011-08-05 12:59:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-08-10 19:56:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-08-12 14:38:00","2011-08-05 12:59:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-08-16 19:35:00","2011-07-27 16:45:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-08-19 21:04:00","2011-07-27 16:45:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-08-20 12:16:00","2011-07-27 16:45:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-08-24 13:09:00","2011-05-07 16:16:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-09-06 16:01:00","2011-08-22 16:26:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-09-14 12:21:00","2011-09-08 13:11:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-09-19 13:20:00","2011-08-10 13:32:00","Algorithms in C",005.133
"2011-10-01 12:50:00","2011-08-16 16:38:00","Data mining concepts models methods and algorithms",005.741
"2011-10-05 12:40:00","2011-09-14 13:58:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-10-13 17:07:00","2011-09-24 17:45:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-10-19 16:29:00","2011-09-28 14:39:00","Algorithms in C",005.133
"2011-10-29 14:36:00","2011-10-08 14:24:00","Data mining concepts models methods and algorithms",005.741
"2011-11-19 16:07:00","2011-11-02 16:05:00","Algorithms in C",005.133
"2011-11-27 15:01:00","2011-11-06 13:15:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-11-27 15:17:00","2011-11-02 17:30:00","Data mining concepts models methods and algorithms",005.741
"2011-12-07 14:21:00","2011-10-19 16:42:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2011-12-07 14:21:00","2011-11-16 15:10:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-12-07 14:21:00","2011-09-28 14:40:00","art of computer programming Vol 2 Seminumerical algorithms",005.1
"2011-12-26 12:19:00","2011-12-13 11:07:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2011-12-26 15:00:00","2011-12-03 16:56:00","Data mining concepts models methods and algorithms",005.741
"2011-12-30 14:50:00","2011-12-09 17:41:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2012-01-06 12:19:00","2012-01-04 10:29:00","art of computer programming Vol 1 Fundamentals algorithms",005.1
"2012-01-18 15:38:00","2012-01-03 19:10:00","Data mining concepts models methods and algorithms",005.741
"2012-01-26 18:08:00","2012-01-25 10:03:00","Algorithms in C",005.133
"2012-02-06 13:50:00","2012-02-05 17:52:00","Algorithms in C",005.133
"2012-02-07 13:19:00","2012-01-17 11:42:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
"2012-02-07 14:55:00","2012-01-20 16:52:00","Data mining concepts models methods and algorithms",005.741
"2012-02-21 16:36:00","2012-02-03 16:03:00","Nine algorithms that changed the future the ingenious ideas that drive todays computers",006.3
"2012-02-25 16:38:00","2012-02-15 15:56:00","art of computer programming Volume 4A Combinatorial algorithms part 1",005.1
